編號,時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
ID_00000,105年1月,士林區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_00001,105年1月,士林區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_00002,105年1月,士林區,不明,不明,18-未滿20歲,2,其他家虐,2
ID_00003,105年1月,士林區,不明,不明,20-未滿40歲,2,其他家虐,5
ID_00004,105年1月,士林區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_00005,105年1月,士林區,不明,不明,20-未滿40歲,2,婚姻暴力,12
ID_00006,105年1月,士林區,不明,不明,20-未滿40歲,1,其他家虐,5
ID_00007,105年1月,士林區,不明,不明,40-未滿65歲,2,其他家虐,2
ID_00008,105年1月,士林區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_00009,105年1月,士林區,不明,不明,40-未滿65歲,2,婚姻暴力,16
ID_00010,105年1月,士林區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_00011,105年1月,士林區,不明,不明,40-未滿65歲,1,非保護性案件,2
ID_00012,105年1月,士林區,不明,不明,40-未滿65歲,1,婚姻暴力,4
ID_00013,105年1月,士林區,不明,不明,65歲以上,2,老人虐待,2
ID_00014,105年1月,士林區,不明,不明,65歲以上,2,婚姻暴力,2
ID_00015,105年1月,士林區,不明,不明,65歲以上,1,老人虐待,1
ID_00016,105年1月,士林區,不明,不明,65歲以上,1,婚姻暴力,3
ID_00017,105年1月,士林區,不明,不明,6-未滿12歲,2,非保護性案件,1
ID_00018,105年1月,士林區,不明,不明,6-未滿12歲,1,兒少保護,1
ID_00019,105年1月,士林區,天山里,63000110040,40-未滿65歲,2,婚姻暴力,1
ID_00020,105年1月,士林區,天山里,63000110040,6-未滿12歲,2,非保護性案件,1
ID_00021,105年1月,士林區,天和里,63000110039,20-未滿40歲,2,婚姻暴力,1
ID_00022,105年1月,士林區,天祿里,63000110037,40-未滿65歲,1,其他家虐,1
ID_00023,105年1月,士林區,平等里,63000110048,20-未滿40歲,1,其他家虐,1
ID_00024,105年1月,士林區,永倫里,63000110022,40-未滿65歲,1,婚姻暴力,1
ID_00025,105年1月,士林區,岩山里,63000110025,65歲以上,1,婚姻暴力,1
ID_00026,105年1月,士林區,忠誠里,63000110030,40-未滿65歲,2,非保護性案件,1
ID_00027,105年1月,士林區,忠誠里,63000110030,40-未滿65歲,1,非保護性案件,1
ID_00028,105年1月,士林區,承德里,63000110012,20-未滿40歲,2,婚姻暴力,1
ID_00029,105年1月,士林區,社園里,63000110021,20-未滿40歲,2,非保護性案件,1
ID_00030,105年1月,士林區,社新里,63000110020,40-未滿65歲,1,其他家虐,1
ID_00031,105年1月,士林區,芝山里,63000110031,18-未滿20歲,2,非保護性案件,1
ID_00032,105年1月,士林區,後港里,63000110008,20-未滿40歲,2,婚姻暴力,1
ID_00033,105年1月,士林區,富光里,63000110016,40-未滿65歲,2,婚姻暴力,1
ID_00034,105年1月,士林區,聖山里,63000110029,40-未滿65歲,2,其他家虐,1
ID_00035,105年1月,士林區,聖山里,63000110029,65歲以上,1,老人虐待,1
ID_00036,105年1月,士林區,福安里,63000110023,40-未滿65歲,2,其他家虐,1
ID_00037,105年1月,士林區,福志里,63000110005,20-未滿40歲,2,婚姻暴力,1
ID_00038,105年1月,士林區,德華里,63000110028,20-未滿40歲,2,婚姻暴力,1
ID_00039,105年1月,大同區,不明,不明,20-未滿40歲,2,其他家虐,4
ID_00040,105年1月,大同區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_00041,105年1月,大同區,不明,不明,20-未滿40歲,2,婚姻暴力,7
ID_00042,105年1月,大同區,不明,不明,20-未滿40歲, ,婚姻暴力,1
ID_00043,105年1月,大同區,不明,不明,20-未滿40歲,1,其他家虐,3
ID_00044,105年1月,大同區,不明,不明,20-未滿40歲,1,婚姻暴力,2
ID_00045,105年1月,大同區,不明,不明,40-未滿65歲,2,其他家虐,6
ID_00046,105年1月,大同區,不明,不明,40-未滿65歲,2,婚姻暴力,5
ID_00047,105年1月,大同區,不明,不明,40-未滿65歲,1,其他家虐,5
ID_00048,105年1月,大同區,不明,不明,40-未滿65歲,1,婚姻暴力,3
ID_00049,105年1月,大同區,不明,不明,65歲以上,2,老人虐待,1
ID_00050,105年1月,大同區,不明,不明,65歲以上,2,婚姻暴力,1
ID_00051,105年1月,大同區,不明,不明,6-未滿12歲,2,其他家虐,1
ID_00052,105年1月,大同區,不明,不明,6-未滿12歲,1,兒少保護,1
ID_00053,105年1月,大同區,光能里,63000060008,20-未滿40歲,2,其他家虐,1
ID_00054,105年1月,大同區,斯文里,63000060020,18-未滿20歲,2,其他家虐,1
ID_00055,105年1月,大同區,鄰江里,63000060021,20-未滿40歲,1,其他家虐,1
ID_00056,105年1月,大安區,大學里,63000030043,40-未滿65歲,2,婚姻暴力,1
ID_00057,105年1月,大安區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_00058,105年1月,大安區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_00059,105年1月,大安區,不明,不明,12-未滿18歲,1,兒少保護,2
ID_00060,105年1月,大安區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_00061,105年1月,大安區,不明,不明,18-未滿20歲,2,其他家虐,2
ID_00062,105年1月,大安區,不明,不明,20-未滿40歲,2,其他家虐,2
ID_00063,105年1月,大安區,不明,不明,20-未滿40歲,2,婚姻暴力,6
ID_00064,105年1月,大安區,不明,不明,40-未滿65歲,2,其他家虐,2
ID_00065,105年1月,大安區,不明,不明,40-未滿65歲,2,非保護性案件,2
ID_00066,105年1月,大安區,不明,不明,40-未滿65歲,2,婚姻暴力,10
ID_00067,105年1月,大安區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_00068,105年1月,大安區,不明,不明,40-未滿65歲,1,其他家虐,2
ID_00069,105年1月,大安區,不明,不明,40-未滿65歲,1,婚姻暴力,6
ID_00070,105年1月,大安區,不明,不明,65歲以上,2,不明,1
ID_00071,105年1月,大安區,不明,不明,65歲以上,2,老人虐待,2
ID_00072,105年1月,大安區,不明,不明,65歲以上,2,婚姻暴力,2
ID_00073,105年1月,大安區,不明,不明,6-未滿12歲,2,兒少保護,3
ID_00074,105年1月,大安區,不明,不明,6-未滿12歲,2,非保護性案件,1
ID_00075,105年1月,大安區,不明,不明,未滿6歲,2,兒少保護,1
ID_00076,105年1月,大安區,不明,不明,未滿6歲,2,非保護性案件,1
ID_00077,105年1月,大安區,不明,不明,未滿6歲,1,兒少保護,2
ID_00078,105年1月,大安區,不明,不明,未滿6歲,1,非保護性案件,1
ID_00079,105年1月,大安區,全安里,63000030035,20-未滿40歲,2,婚姻暴力,1
ID_00080,105年1月,大安區,車層里,63000030055,40-未滿65歲,2,其他家虐,1
ID_00081,105年1月,大安區,車層里,63000030055,40-未滿65歲,1,婚姻暴力,1
ID_00082,105年1月,大安區,和安里,63000030003,65歲以上,1,老人虐待,1
ID_00083,105年1月,大安區,昌隆里,63000030008,65歲以上,2,老人虐待,1
ID_00084,105年1月,大安區,法治里,63000030034,40-未滿65歲,2,其他家虐,1
ID_00085,105年1月,大安區,法治里,63000030034,65歲以上,1,老人虐待,1
ID_00086,105年1月,大安區,建安里,63000030049,20-未滿40歲,2,婚姻暴力,1
ID_00087,105年1月,大安區,通化里,63000030031,20-未滿40歲,2,其他家虐,1
ID_00088,105年1月,大安區,通安里,63000030032,40-未滿65歲,1,婚姻暴力,1
ID_00089,105年1月,大安區,通安里,63000030032,6-未滿12歲,1,兒少保護,1
ID_00090,105年1月,大安區,敦安里,63000030051,40-未滿65歲,2,其他家虐,1
ID_00091,105年1月,大安區,華聲里,63000030054,40-未滿65歲,1,婚姻暴力,1
ID_00092,105年1月,大安區,新龍里,63000030023,40-未滿65歲,2,婚姻暴力,1
ID_00093,105年1月,大安區,新龍里,63000030023,40-未滿65歲,1,婚姻暴力,1
ID_00094,105年1月,大安區,義安里,63000030030,20-未滿40歲,1,婚姻暴力,1
ID_00095,105年1月,大安區,群英里,63000030037,40-未滿65歲,2,婚姻暴力,1
ID_00096,105年1月,大安區,群賢里,63000030036,20-未滿40歲,2,婚姻暴力,1
ID_00097,105年1月,大安區,福住里,63000030017,40-未滿65歲,2,婚姻暴力,1
ID_00098,105年1月,大安區,福住里,63000030017,40-未滿65歲,1,婚姻暴力,1
ID_00099,105年1月,大安區,學府里,63000030057,65歲以上,1,老人虐待,1
ID_00100,105年1月,大安區,龍生里,63000030028,20-未滿40歲,2,婚姻暴力,1
ID_00101,105年1月,大安區,龍淵里,63000030040,20-未滿40歲,2,其他家虐,1
ID_00102,105年1月,不明,不明,不明,12-未滿18歲,2,兒少保護,4
ID_00103,105年1月,不明,不明,不明,12-未滿18歲,2,其他家虐,3
ID_00104,105年1月,不明,不明,不明,12-未滿18歲,2,非保護性案件,1
ID_00105,105年1月,不明,不明,不明,12-未滿18歲,1,兒少保護,2
ID_00106,105年1月,不明,不明,不明,18-未滿20歲,2,非保護性案件,1
ID_00107,105年1月,不明,不明,不明,18-未滿20歲,1,其他家虐,1
ID_00108,105年1月,不明,不明,不明,20-未滿40歲,2,其他家虐,8
ID_00109,105年1月,不明,不明,不明,20-未滿40歲,2,非保護性案件,2
ID_00110,105年1月,不明,不明,不明,20-未滿40歲,2,婚姻暴力,10
ID_00111,105年1月,不明,不明,不明,20-未滿40歲, ,婚姻暴力,1
ID_00112,105年1月,不明,不明,不明,20-未滿40歲,1,其他家虐,1
ID_00113,105年1月,不明,不明,不明,20-未滿40歲,1,婚姻暴力,1
ID_00114,105年1月,不明,不明,不明,40-未滿65歲,2,其他家虐,5
ID_00115,105年1月,不明,不明,不明,40-未滿65歲,2,婚姻暴力,15
ID_00116,105年1月,不明,不明,不明,40-未滿65歲,1,其他家虐,1
ID_00117,105年1月,不明,不明,不明,65歲以上,2,不明,1
ID_00118,105年1月,不明,不明,不明,65歲以上,2,老人虐待,3
ID_00119,105年1月,不明,不明,不明,65歲以上,2,其他家虐,2
ID_00120,105年1月,不明,不明,不明,65歲以上,2,婚姻暴力,1
ID_00121,105年1月,不明,不明,不明,65歲以上, ,兒少保護,1
ID_00122,105年1月,不明,不明,不明,65歲以上, ,非保護性案件,2
ID_00123,105年1月,不明,不明,不明,65歲以上, ,婚姻暴力,4
ID_00124,105年1月,不明,不明,不明,65歲以上,1,老人虐待,1
ID_00125,105年1月,不明,不明,不明,65歲以上,1,婚姻暴力,1
ID_00126,105年1月,不明,不明,不明,6-未滿12歲,2,兒少保護,3
ID_00127,105年1月,不明,不明,不明,6-未滿12歲,2,非保護性案件,1
ID_00128,105年1月,不明,不明,不明,6-未滿12歲,1,兒少保護,1
ID_00129,105年1月,不明,不明,不明,6-未滿12歲,1,非保護性案件,1
ID_00130,105年1月,不明,不明,不明,未滿6歲,2,兒少保護,3
ID_00131,105年1月,不明,不明,不明,未滿6歲,2,非保護性案件,1
ID_00132,105年1月,不明,不明,不明,未滿6歲,1,兒少保護,3
ID_00133,105年1月,不明,不明,不明,未滿6歲,1,非保護性案件,2
ID_00134,105年1月,中山區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_00135,105年1月,中山區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_00136,105年1月,中山區,不明,不明,12-未滿18歲,1,其他家虐,1
ID_00137,105年1月,中山區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_00138,105年1月,中山區,不明,不明,18-未滿20歲,1,兒少保護,1
ID_00139,105年1月,中山區,不明,不明,20-未滿40歲,2,其他家虐,10
ID_00140,105年1月,中山區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_00141,105年1月,中山區,不明,不明,20-未滿40歲,2,婚姻暴力,11
ID_00142,105年1月,中山區,不明,不明,20-未滿40歲,1,其他家虐,1
ID_00143,105年1月,中山區,不明,不明,20-未滿40歲,1,婚姻暴力,4
ID_00144,105年1月,中山區,不明,不明,40-未滿65歲,2,其他家虐,4
ID_00145,105年1月,中山區,不明,不明,40-未滿65歲,2,非保護性案件,2
ID_00146,105年1月,中山區,不明,不明,40-未滿65歲,2,婚姻暴力,8
ID_00147,105年1月,中山區,不明,不明,40-未滿65歲,1,其他家虐,1
ID_00148,105年1月,中山區,不明,不明,40-未滿65歲,1,非保護性案件,1
ID_00149,105年1月,中山區,不明,不明,40-未滿65歲,1,婚姻暴力,1
ID_00150,105年1月,中山區,不明,不明,65歲以上,2,不明,1
ID_00151,105年1月,中山區,不明,不明,65歲以上,2,老人虐待,2
ID_00152,105年1月,中山區,不明,不明,65歲以上,2,其他家虐,2
ID_00153,105年1月,中山區,不明,不明,65歲以上, ,非保護性案件,1
ID_00154,105年1月,中山區,不明,不明,65歲以上,1,兒少保護,1
ID_00155,105年1月,中山區,不明,不明,6-未滿12歲,1,兒少保護,1
ID_00156,105年1月,中山區,不明,不明,未滿6歲,2,非保護性案件,1
ID_00157,105年1月,中山區,不明,不明,未滿6歲,1,非保護性案件,1
ID_00158,105年1月,中山區,永安里,63000040016,40-未滿65歲,2,婚姻暴力,1
ID_00159,105年1月,中山區,朱馥里,63000040034,40-未滿65歲,2,婚姻暴力,1
ID_00160,105年1月,中山區,朱馥里,63000040034,40-未滿65歲,1,婚姻暴力,1
ID_00161,105年1月,中山區,江寧里,63000040028,40-未滿65歲,2,婚姻暴力,1
ID_00162,105年1月,中山區,圓山里,63000040012,40-未滿65歲,2,其他家虐,1
ID_00163,105年1月,中山區,圓山里,63000040012,65歲以上,1,老人虐待,1
ID_00164,105年1月,中山區,新庄里,63000040019,20-未滿40歲,1,婚姻暴力,1
ID_00165,105年1月,中山區,聚葉里,63000040009,20-未滿40歲,2,婚姻暴力,1
ID_00166,105年1月,中山區,劍潭里,63000040013,40-未滿65歲,2,其他家虐,1
ID_00167,105年1月,中山區,龍洲里,63000040035,20-未滿40歲,1,婚姻暴力,1
ID_00168,105年1月,中正區,三愛里,63000050031,20-未滿40歲,2,其他家虐,1
ID_00169,105年1月,中正區,不明,不明,12-未滿18歲,1,兒少保護,3
ID_00170,105年1月,中正區,不明,不明,18-未滿20歲,2,其他家虐,1
ID_00171,105年1月,中正區,不明,不明,20-未滿40歲,2,其他家虐,4
ID_00172,105年1月,中正區,不明,不明,20-未滿40歲,2,婚姻暴力,7
ID_00173,105年1月,中正區,不明,不明,20-未滿40歲,1,其他家虐,2
ID_00174,105年1月,中正區,不明,不明,20-未滿40歲,1,婚姻暴力,1
ID_00175,105年1月,中正區,不明,不明,40-未滿65歲,2,其他家虐,3
ID_00176,105年1月,中正區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_00177,105年1月,中正區,不明,不明,40-未滿65歲,2,婚姻暴力,6
ID_00178,105年1月,中正區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_00179,105年1月,中正區,不明,不明,40-未滿65歲,1,其他家虐,1
ID_00180,105年1月,中正區,不明,不明,40-未滿65歲,1,非保護性案件,1
ID_00181,105年1月,中正區,不明,不明,40-未滿65歲,1,婚姻暴力,2
ID_00182,105年1月,中正區,不明,不明,65歲以上, ,非保護性案件,1
ID_00183,105年1月,中正區,不明,不明,65歲以上,1,老人虐待,2
ID_00184,105年1月,中正區,不明,不明,未滿6歲,1,非保護性案件,1
ID_00185,105年1月,中正區,水源里,63000050001,20-未滿40歲,2,婚姻暴力,1
ID_00186,105年1月,中正區,永昌里,63000050012,20-未滿40歲,2,婚姻暴力,1
ID_00187,105年1月,中正區,永昌里,63000050012,65歲以上,2,非保護性案件,1
ID_00188,105年1月,中正區,梅花里,63000050025,40-未滿65歲,2,其他家虐,1
ID_00189,105年1月,中正區,頂東里,63000050006,20-未滿40歲,2,婚姻暴力,1
ID_00190,105年1月,中正區,頂東里,63000050006,20-未滿40歲,1,其他家虐,1
ID_00191,105年1月,中正區,廈安里,63000050015,40-未滿65歲,1,其他家虐,1
ID_00192,105年1月,中正區,廈安里,63000050015,65歲以上,1,老人虐待,1
ID_00193,105年1月,中正區,螢圃里,63000050009,12-未滿18歲,1,非保護性案件,1
ID_00194,105年1月,中正區,螢雪里,63000050010,40-未滿65歲,1,婚姻暴力,1
ID_00195,105年1月,內湖區,不明,不明,12-未滿18歲,2,兒少保護,2
ID_00196,105年1月,內湖區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_00197,105年1月,內湖區,不明,不明,12-未滿18歲, ,兒少保護,1
ID_00198,105年1月,內湖區,不明,不明,12-未滿18歲,1,其他家虐,1
ID_00199,105年1月,內湖區,不明,不明,12-未滿18歲,1,非保護性案件,2
ID_00200,105年1月,內湖區,不明,不明,18-未滿20歲,2,其他家虐,1
ID_00201,105年1月,內湖區,不明,不明,20-未滿40歲,2,其他家虐,3
ID_00202,105年1月,內湖區,不明,不明,20-未滿40歲,2,婚姻暴力,14
ID_00203,105年1月,內湖區,不明,不明,20-未滿40歲, ,婚姻暴力,1
ID_00204,105年1月,內湖區,不明,不明,20-未滿40歲,1,其他家虐,2
ID_00205,105年1月,內湖區,不明,不明,20-未滿40歲,1,非保護性案件,1
ID_00206,105年1月,內湖區,不明,不明,20-未滿40歲,1,婚姻暴力,1
ID_00207,105年1月,內湖區,不明,不明,40-未滿65歲,2,其他家虐,3
ID_00208,105年1月,內湖區,不明,不明,40-未滿65歲,2,婚姻暴力,14
ID_00209,105年1月,內湖區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_00210,105年1月,內湖區,不明,不明,40-未滿65歲,1,其他家虐,6
ID_00211,105年1月,內湖區,不明,不明,40-未滿65歲,1,非保護性案件,3
ID_00212,105年1月,內湖區,不明,不明,40-未滿65歲,1,婚姻暴力,10
ID_00213,105年1月,內湖區,不明,不明,65歲以上,2,不明,1
ID_00214,105年1月,內湖區,不明,不明,65歲以上,2,老人虐待,1
ID_00215,105年1月,內湖區,不明,不明,65歲以上,2,婚姻暴力,1
ID_00216,105年1月,內湖區,不明,不明,65歲以上,1,老人虐待,1
ID_00217,105年1月,內湖區,不明,不明,6-未滿12歲,1,兒少保護,1
ID_00218,105年1月,內湖區,不明,不明,未滿6歲,2,其他家虐,1
ID_00219,105年1月,內湖區,不明,不明,未滿6歲,2,非保護性案件,1
ID_00220,105年1月,內湖區,西康里,63000100002,40-未滿65歲,1,婚姻暴力,1
ID_00221,105年1月,內湖區,西湖里,63000100001,40-未滿65歲,2,其他家虐,1
ID_00222,105年1月,內湖區,西湖里,63000100001,65歲以上,1,老人虐待,1
ID_00223,105年1月,內湖區,秀湖里,63000100032,12-未滿18歲,2,其他家虐,1
ID_00224,105年1月,內湖區,東湖里,63000100023,65歲以上,2,老人虐待,1
ID_00225,105年1月,內湖區,金瑞里,63000100014,20-未滿40歲,2,婚姻暴力,1
ID_00226,105年1月,內湖區,金龍里,63000100013,20-未滿40歲,2,其他家虐,1
ID_00227,105年1月,內湖區,清白里,63000100017,20-未滿40歲,1,其他家虐,1
ID_00228,105年1月,內湖區,港富里,63000100007,20-未滿40歲,2,其他家虐,1
ID_00229,105年1月,內湖區,港墘里,63000100005,20-未滿40歲,1,其他家虐,1
ID_00230,105年1月,內湖區,港墘里,63000100005,65歲以上,1,婚姻暴力,1
ID_00231,105年1月,內湖區,紫陽里,63000100019,6-未滿12歲,1,兒少保護,1
ID_00232,105年1月,內湖區,樂康里,63000100024,20-未滿40歲,1,婚姻暴力,1
ID_00233,105年1月,內湖區,寶湖里,63000100039,20-未滿40歲,2,婚姻暴力,1
ID_00234,105年1月,內湖區,蘆洲里,63000100037,20-未滿40歲,2,婚姻暴力,1
ID_00235,105年1月,文山區,不明,不明,12-未滿18歲,2,其他家虐,2
ID_00236,105年1月,文山區,不明,不明,12-未滿18歲,2,非保護性案件,2
ID_00237,105年1月,文山區,不明,不明,18-未滿20歲,1,其他家虐,1
ID_00238,105年1月,文山區,不明,不明,20-未滿40歲,2,其他家虐,3
ID_00239,105年1月,文山區,不明,不明,20-未滿40歲,2,婚姻暴力,4
ID_00240,105年1月,文山區,不明,不明,20-未滿40歲,1,其他家虐,2
ID_00241,105年1月,文山區,不明,不明,20-未滿40歲,1,非保護性案件,1
ID_00242,105年1月,文山區,不明,不明,20-未滿40歲,1,婚姻暴力,1
ID_00243,105年1月,文山區,不明,不明,40-未滿65歲,2,其他家虐,6
ID_00244,105年1月,文山區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_00245,105年1月,文山區,不明,不明,40-未滿65歲,2,婚姻暴力,7
ID_00246,105年1月,文山區,不明,不明,40-未滿65歲,1,其他家虐,1
ID_00247,105年1月,文山區,不明,不明,65歲以上,2,不明,1
ID_00248,105年1月,文山區,不明,不明,65歲以上,2,老人虐待,1
ID_00249,105年1月,文山區,不明,不明,65歲以上,2,婚姻暴力,2
ID_00250,105年1月,文山區,不明,不明,65歲以上,1,不明,2
ID_00251,105年1月,文山區,不明,不明,65歲以上,1,老人虐待,3
ID_00252,105年1月,文山區,不明,不明,6-未滿12歲,2,婚姻暴力,1
ID_00253,105年1月,文山區,不明,不明,未滿6歲,2,非保護性案件,1
ID_00254,105年1月,文山區,木柵里,63000080027,12-未滿18歲,2,兒少保護,1
ID_00255,105年1月,文山區,木柵里,63000080027,12-未滿18歲,1,非保護性案件,1
ID_00256,105年1月,文山區,木柵里,63000080027,20-未滿40歲,2,其他家虐,1
ID_00257,105年1月,文山區,木柵里,63000080027,40-未滿65歲,1,其他家虐,1
ID_00258,105年1月,文山區,木新里,63000080028,20-未滿40歲,1,其他家虐,1
ID_00259,105年1月,文山區,忠順里,63000080038,65歲以上,2,婚姻暴力,1
ID_00260,105年1月,文山區,明義里,63000080025,20-未滿40歲,1,其他家虐,1
ID_00261,105年1月,文山區,指南里,63000080036,20-未滿40歲,2,其他家虐,1
ID_00262,105年1月,文山區,政大里,63000080040,40-未滿65歲,1,婚姻暴力,1
ID_00263,105年1月,文山區,景東里,63000080002,40-未滿65歲,2,其他家虐,1
ID_00264,105年1月,文山區,景東里,63000080002,40-未滿65歲,2,婚姻暴力,1
ID_00265,105年1月,文山區,景東里,63000080002,65歲以上,2,老人虐待,1
ID_00266,105年1月,文山區,景慶里,63000080004,未滿6歲,2,婚姻暴力,1
ID_00267,105年1月,文山區,華興里,63000080024,20-未滿40歲,2,婚姻暴力,1
ID_00268,105年1月,文山區,萬芳里,63000080033,20-未滿40歲,2,婚姻暴力,1
ID_00269,105年1月,文山區,萬芳里,63000080033,40-未滿65歲,1,其他家虐,1
ID_00270,105年1月,文山區,萬芳里,63000080033,65歲以上,2,老人虐待,1
ID_00271,105年1月,文山區,萬隆里,63000080009,20-未滿40歲,2,婚姻暴力,1
ID_00272,105年1月,文山區,萬隆里,63000080009,6-未滿12歲,1,非保護性案件,1
ID_00273,105年1月,文山區,試院里,63000080023,20-未滿40歲,2,婚姻暴力,1
ID_00274,105年1月,文山區,樟文里,63000080041,20-未滿40歲,2,婚姻暴力,1
ID_00275,105年1月,文山區,樟林里,63000080030,20-未滿40歲,2,婚姻暴力,1
ID_00276,105年1月,文山區,樟腳里,63000080032,40-未滿65歲,1,婚姻暴力,1
ID_00277,105年1月,文山區,興光里,63000080014,65歲以上,2,老人虐待,1
ID_00278,105年1月,文山區,興安里,63000080018,18-未滿20歲,2,非保護性案件,1
ID_00279,105年1月,文山區,興安里,63000080018,40-未滿65歲,1,婚姻暴力,1
ID_00280,105年1月,文山區,興旺里,63000080020,40-未滿65歲,1,婚姻暴力,1
ID_00281,105年1月,文山區,興家里,63000080015,20-未滿40歲,2,婚姻暴力,1
ID_00282,105年1月,文山區,興業里,63000080017,40-未滿65歲,2,其他家虐,1
ID_00283,105年1月,文山區,興豐里,63000080013,12-未滿18歲,1,非保護性案件,1
ID_00284,105年1月,文山區,興豐里,63000080013,40-未滿65歲,2,婚姻暴力,2
ID_00285,105年1月,北投區,一德里,63000120037,20-未滿40歲,2,其他家虐,1
ID_00286,105年1月,北投區,一德里,63000120037,未滿6歲,1,兒少保護,1
ID_00287,105年1月,北投區,大同里,63000120024,20-未滿40歲,1,其他家虐,1
ID_00288,105年1月,北投區,大同里,63000120024,40-未滿65歲,2,其他家虐,1
ID_00289,105年1月,北投區,不明,不明,12-未滿18歲,2,兒少保護,2
ID_00290,105年1月,北投區,不明,不明,12-未滿18歲,2,其他家虐,2
ID_00291,105年1月,北投區,不明,不明,12-未滿18歲,1,兒少保護,2
ID_00292,105年1月,北投區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_00293,105年1月,北投區,不明,不明,20-未滿40歲,2,其他家虐,7
ID_00294,105年1月,北投區,不明,不明,20-未滿40歲,2,婚姻暴力,9
ID_00295,105年1月,北投區,不明,不明,20-未滿40歲,1,其他家虐,1
ID_00296,105年1月,北投區,不明,不明,20-未滿40歲,1,非保護性案件,1
ID_00297,105年1月,北投區,不明,不明,20-未滿40歲,1,婚姻暴力,2
ID_00298,105年1月,北投區,不明,不明,40-未滿65歲,2,其他家虐,8
ID_00299,105年1月,北投區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_00300,105年1月,北投區,不明,不明,40-未滿65歲,2,婚姻暴力,6
ID_00301,105年1月,北投區,不明,不明,40-未滿65歲,1,其他家虐,4
ID_00302,105年1月,北投區,不明,不明,40-未滿65歲,1,非保護性案件,2
ID_00303,105年1月,北投區,不明,不明,40-未滿65歲,1,婚姻暴力,2
ID_00304,105年1月,北投區,不明,不明,65歲以上,2,老人虐待,3
ID_00305,105年1月,北投區,不明,不明,65歲以上,1,婚姻暴力,1
ID_00306,105年1月,北投區,不明,不明,6-未滿12歲,2,兒少保護,1
ID_00307,105年1月,北投區,不明,不明,6-未滿12歲,2,非保護性案件,1
ID_00308,105年1月,北投區,不明,不明,6-未滿12歲,1,老人虐待,1
ID_00309,105年1月,北投區,不明,不明,6-未滿12歲,1,兒少保護,2
ID_00310,105年1月,北投區,不明,不明,未滿6歲,1,兒少保護,1
ID_00311,105年1月,北投區,永欣里,63000120010,40-未滿65歲,2,婚姻暴力,1
ID_00312,105年1月,北投區,立農里,63000120017,40-未滿65歲,2,其他家虐,1
ID_00313,105年1月,北投區,奇岩里,63000120020,20-未滿40歲,2,其他家虐,1
ID_00314,105年1月,北投區,奇岩里,63000120020,40-未滿65歲,2,婚姻暴力,1
ID_00315,105年1月,北投區,奇岩里,63000120020,40-未滿65歲,1,婚姻暴力,1
ID_00316,105年1月,北投區,長安里,63000120023,20-未滿40歲,1,婚姻暴力,1
ID_00317,105年1月,北投區,建民里,63000120001,40-未滿65歲,2,婚姻暴力,1
ID_00318,105年1月,北投區,建民里,63000120001,40-未滿65歲,1,婚姻暴力,1
ID_00319,105年1月,北投區,清江里,63000120021,40-未滿65歲,2,婚姻暴力,1
ID_00320,105年1月,北投區,湖田里,63000120042,12-未滿18歲,1,其他家虐,1
ID_00321,105年1月,北投區,開明里,63000120029,40-未滿65歲,1,婚姻暴力,1
ID_00322,105年1月,北投區,溫泉里,63000120025,20-未滿40歲,1,其他家虐,1
ID_00323,105年1月,北投區,榮光里,63000120005,20-未滿40歲,2,其他家虐,1
ID_00324,105年1月,北投區,榮華里,63000120006,65歲以上,1,老人虐待,1
ID_00325,105年1月,北投區,稻香里,63000120035,20-未滿40歲,2,婚姻暴力,1
ID_00326,105年1月,松山區,三民里,63000010004,40-未滿65歲,2,婚姻暴力,1
ID_00327,105年1月,松山區,不明,不明,12-未滿18歲,2,非保護性案件,1
ID_00328,105年1月,松山區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_00329,105年1月,松山區,不明,不明,18-未滿20歲,1,其他家虐,1
ID_00330,105年1月,松山區,不明,不明,20-未滿40歲,2,其他家虐,3
ID_00331,105年1月,松山區,不明,不明,20-未滿40歲,2,婚姻暴力,11
ID_00332,105年1月,松山區,不明,不明,20-未滿40歲,1,其他家虐,3
ID_00333,105年1月,松山區,不明,不明,20-未滿40歲,1,非保護性案件,1
